KKS,Medium,Medium_processed,Fluid Group,DN,PS [bar(g)],Category,Category Details
9 GMA70 BR710,Bottom Ash Water,Liquids,2,50,4,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=4.0, DN=50.0, PS*DN=200.0)"
9 GMA71 BR700,Condensate,Gases,2,25,1.5,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=1.5, DN=25.0, PS*DN=37.5)"
9 GMA72 BR700,Waste Water,Liquids,2,25,1.5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=1.5, DN=25.0, PS*DN=37.5)"
9 GUA12 BR100,Rain Water Dirty,Liquids,2,32,5,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=5.0, DN=32.0, PS*DN=160.0)"
9 HRJ11 BR905,Instrument Air,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 HRR20 BR200,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
9 HRR20 BR300,Nitrogen,Gases,2,25,6,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=6.0, DN=25.0, PS*DN=150.0)"
9 HRX10 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 HRX50 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 HRX50 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 HRX50 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 HRX50 BR950,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 HRX55 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 HTX50 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 HTX50 BR920,Instrument Air,Gases,2,15,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=15.0, PS*DN=120.0)"
9 HTX50 BR930,Instrument Air,Gases,2,15,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=15.0, PS*DN=120.0)"
9 HTX50 BR940,Instrument Air,Gases,2,15,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=15.0, PS*DN=120.0)"
9 HTX87 BR915,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LAX50 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LAX50 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LAX55 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR900,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 LBX50 BR905,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 LBX50 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR950,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR960,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR970,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR980,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX50 BR990,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX55 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX55 BR910,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 LBX55 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX60 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX65 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX65 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX75 BR900,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 LBX75 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX75 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR904,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR905,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR907,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR950,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX80 BR970,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR900,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 LBX81 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR945,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR950,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR952,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR957,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR960,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR970,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR980,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR990,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX81 BR996,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LBX85 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX23 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX23 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX23 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX23 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX23 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX23 BR950,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX45 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX50 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX55 BR900,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 LCX65 BR900,Instrument Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 LCX65 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX65 BR920,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX65 BR930,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 LCX65 BR940,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 MAX65 BR900,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 MAX80 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 QCA10 BR210,Ammonia Water,Liquids,2,65,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=65.0, PS*DN=29.25)"
9 QCA10 BR300,Ammonia Water,Liquids,2,50,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=50.0, PS*DN=22.5)"
9 QCA30 BR110,Ammonia Water,Liquids,2,25,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=25.0, PS*DN=11.25)"
9 QCA30 BR220,Ammonia Water,Liquids,2,25,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=25.0, PS*DN=11.25)"
9 QCA30 BR520,Ammonia Water,Liquids,2,25,0.45,See 5.3,"PS<=0.5 (PS=0.45, DN=25.0, PS*DN=11.25)"
9 QCA40 BR100,Ammonia Water,Liquids,2,25,14,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=14.0, DN=25.0, PS*DN=350.0)"
9 QCQ10 BR100,Ammonia Water,Liquids,2,25,14,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=14.0, DN=25.0, PS*DN=350.0)"
9 QCQ10 BR620,Ammonia Water,Liquids,2,15,14,Category 0,"(0.5<PS<=10) OR (PS>0.5 AND DN<=200) OR (PS>0.5 AND PS*DN<=5000) (PS=14.0, DN=15.0, PS*DN=210.0)"
9 QFA11 BR110,Compressed Air,Gases,2,100,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 QFA11 BR710,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA12 BR110,Compressed Air,Gases,2,100,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 QFA12 BR710,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA13 BR110,Compressed Air,Gases,2,100,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=100.0, PS*DN=1000.0)"
9 QFA13 BR710,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA20 BR110,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA21 BR100,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA21 BR200,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA21 BR210,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA21 BR220,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA21 BR230,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA21 BR510,Exhaust Air,Gases,2,80,0.15,See 5.3,"PS<=0.5 (PS=0.15, DN=80.0, PS*DN=12.0)"
9 QFA21 BR710,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA21 BR720,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA21 BR730,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA21 BR740,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA21 BR910,Compressed Air,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA22 BR100,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA22 BR200,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA22 BR210,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA22 BR220,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA22 BR230,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA22 BR510,Exhaust Air,Gases,2,80,0.15,See 5.3,"PS<=0.5 (PS=0.15, DN=80.0, PS*DN=12.0)"
9 QFA22 BR710,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA22 BR720,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA22 BR730,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA22 BR740,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA22 BR910,Compressed Air,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA30 BR100,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA31 BR100,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA31 BR200,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA31 BR220,Compressed Air,Gases,2,150,8,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=8.0, DN=150.0, PS*DN=1200.0)"
9 QFA31 BR250,Compressed Air,Gases,2,150,8,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=8.0, DN=150.0, PS*DN=1200.0)"
9 QFA31 BR910,Service Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 QFA32 BR100,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA32 BR200,Compressed Air,Gases,2,150,10,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=10.0, DN=150.0, PS*DN=1500.0)"
9 QFA32 BR220,Instrument Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
9 QFA32 BR250,Instrument Air,Gases,2,50,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=50.0, PS*DN=400.0)"
9 QFA32 BR910,Instrument Air,Gases,2,25,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=25.0, PS*DN=200.0)"
9 QFA35 BR100,Compressed Air,Gases,2,150,8,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=8.0, DN=150.0, PS*DN=1200.0)"
9 QFA35 BR510,Compressed Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 QFA35 BR520,Compressed Air,Gases,2,40,8,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=8.0, DN=40.0, PS*DN=320.0)"
9 QFA81 BR710,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFA81 BR740,Condensate,Gases,2,25,10,Category 0,"(PS>0.5 AND DN<=32) OR (PS>0.5 AND PS*DN<=1000) (PS=10.0, DN=25.0, PS*DN=250.0)"
9 QFB10 BR110,Service Air,Gases,2,150,8,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=8.0, DN=150.0, PS*DN=1200.0)"
9 QFB10 BR200,Compressed Air,Gases,2,150,8,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=8.0, DN=150.0, PS*DN=1200.0)"
9 QFB10 BR300,Service Air,Gases,2,150,8,Category I,"(PS>0.5 AND DN>32 AND 1000<PS*DN<=3500) OR(32<DN<=100 AND PS*DN>1000) (PS=8.0, DN=150.0, PS*DN=1200.0)"
